word,meaning,status,lessonNumber,tags,partOfSpeech,audioWordFilename,audioMeaningFilename,pinyin,source,notes,seenCount,correctCount,wrongCount,listenedSeconds,lastReviewedAt
一样,the same; matter,known,1,general conversation;clip-pack;LMS 1000,,audio/words/一样.mp3,audio/meanings/the-same;-matter.mp3,yí yàng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
一次,one time; once,known,1,existing known;clip-pack;LMS 1000,,audio/words/一次.mp3,audio/meanings/one-time;-once.mp3,yí cì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
一生,one's whole life,known,1,general conversation;clip-pack;LMS 1000,,audio/words/一生.mp3,audio/meanings/one's-whole-life.mp3,yì shēng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
一边,one side,known,1,general conversation;clip-pack;LMS 1000,,audio/words/一边.mp3,audio/meanings/one-side.mp3,yì biān,LMS 1000,Existing Known.txt entry.,0,0,0,0,
一点,a little,known,1,general conversation;clip-pack;LMS 1000,,audio/words/一点.mp3,audio/meanings/a-little.mp3,yì diǎn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
上天,heaven; the sky,known,2,existing known;clip-pack;LMS 1000,,audio/words/上天.mp3,audio/meanings/heaven;-the-sky.mp3,shàng tiān,LMS 1000,Existing Known.txt entry.,0,0,0,0,
上山,to go up the mountain,known,2,existing known;clip-pack;LMS 1000,,audio/words/上山.mp3,audio/meanings/to-go-up-the-mountain.mp3,shàng shān,LMS 1000,Existing Known.txt entry.,0,0,0,0,
上课,to attend class,known,2,existing known;clip-pack;LMS 1000,,audio/words/上课.mp3,audio/meanings/to-attend-class.mp3,shàng kè,LMS 1000,Existing Known.txt entry.,0,0,0,0,
上面,above; on top of,known,2,general conversation;clip-pack;LMS 1000,,audio/words/上面.mp3,audio/meanings/above;-on-top-of.mp3,shàng miàn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
下来,to come down,known,2,general conversation;clip-pack;LMS 1000,,audio/words/下来.mp3,audio/meanings/to-come-down.mp3,xià lái,LMS 1000,Existing Known.txt entry.,0,0,0,0,
不想,to not want to,known,3,existing known;clip-pack;LMS 1000,,audio/words/不想.mp3,audio/meanings/to-not-want-to.mp3,bù xiǎng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
丑,ugly,known,3,existing known;clip-pack;LMS 1000,,audio/words/丑.mp3,audio/meanings/ugly.mp3,chǒu,LMS 1000,Existing Known.txt entry.,0,0,0,0,
世界,world,known,3,general conversation;clip-pack;LMS 1000,,audio/words/世界.mp3,audio/meanings/world.mp3,shì jiè,LMS 1000,Existing Known.txt entry.,0,0,0,0,
中,middle,known,3,general conversation;clip-pack;LMS 1000,,audio/words/中.mp3,audio/meanings/middle.mp3,zhōng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
事,matter; thing,known,3,general conversation;clip-pack;LMS 1000,,audio/words/事.mp3,audio/meanings/matter;-thing.mp3,shì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
但是,but; however,known,4,narrative glue;clip-pack;LMS 1000,,audio/words/但是.mp3,audio/meanings/but;-however.mp3,dàn shì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
位,measure word,known,4,general conversation;clip-pack;LMS 1000,,audio/words/位.mp3,audio/meanings/measure-word.mp3,wèi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
来自,to come from,known,4,general conversation;clip-pack;LMS 1000,,audio/words/来自.mp3,audio/meanings/to-come-from.mp3,lái zì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
们,plural suffix for people,known,4,general conversation;clip-pack;LMS 1000,,audio/words/们.mp3,audio/meanings/plural-suffix-for-people.mp3,men,LMS 1000,Existing Known.txt entry.,0,0,0,0,
兄弟,brother; brothers,known,4,general conversation;clip-pack;LMS 1000,,audio/words/兄弟.mp3,audio/meanings/brother;-brothers.mp3,xiōng dì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
光,light; only,known,5,general conversation;clip-pack;LMS 1000,,audio/words/光.mp3,audio/meanings/light;-only.mp3,guāng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
出生,to be born; birth,known,5,general conversation;clip-pack;LMS 1000,,audio/words/出生.mp3,audio/meanings/to-be-born;-birth.mp3,chū shēng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
刀,knife,known,5,general conversation;clip-pack;LMS 1000,,audio/words/刀.mp3,audio/meanings/knife.mp3,dāo,LMS 1000,Existing Known.txt entry.,0,0,0,0,
到家,to arrive home,known,5,existing known;clip-pack;LMS 1000,,audio/words/到家.mp3,audio/meanings/to-arrive-home.mp3,dào jiā,LMS 1000,Existing Known.txt entry.,0,0,0,0,
刚才,just now; a moment ago,known,5,general conversation;clip-pack;LMS 1000,,audio/words/刚才.mp3,audio/meanings/just-now;-a-moment-ago.mp3,gāng cái,LMS 1000,Existing Known.txt entry.,0,0,0,0,
动物,animal; creature,known,6,general conversation;clip-pack;LMS 1000,,audio/words/动物.mp3,audio/meanings/animal;-creature.mp3,dòng wù,LMS 1000,Existing Known.txt entry.,0,0,0,0,
北,north,known,6,general conversation;clip-pack;LMS 1000,,audio/words/北.mp3,audio/meanings/north.mp3,běi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
友好,friendly,known,6,existing known;clip-pack;LMS 1000,,audio/words/友好.mp3,audio/meanings/friendly.mp3,yǒu hǎo,LMS 1000,Existing Known.txt entry.,0,0,0,0,
可怕,terrible; frightening,known,6,general conversation;clip-pack;LMS 1000,,audio/words/可怕.mp3,audio/meanings/terrible;-frightening.mp3,kě pà,LMS 1000,Existing Known.txt entry.,0,0,0,0,
向,toward; to face,known,6,general conversation;clip-pack;LMS 1000,,audio/words/向.mp3,audio/meanings/toward;-to-face.mp3,xiàng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
哪里,where,known,7,general conversation;clip-pack;LMS 1000,,audio/words/哪里.mp3,audio/meanings/where.mp3,nǎ lǐ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
哭,to cry,known,7,general conversation;clip-pack;LMS 1000,,audio/words/哭.mp3,audio/meanings/to-cry.mp3,kū,LMS 1000,Existing Known.txt entry.,0,0,0,0,
唱,to sing,known,7,general conversation;clip-pack;LMS 1000,,audio/words/唱.mp3,audio/meanings/to-sing.mp3,chàng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
啊,exclamation particle,known,7,general conversation;clip-pack;LMS 1000,,audio/words/啊.mp3,audio/meanings/exclamation-particle.mp3,a,LMS 1000,Existing Known.txt entry.,0,0,0,0,
喊叫,to shout; to yell,known,7,existing known;clip-pack;LMS 1000,,audio/words/喊叫.mp3,audio/meanings/to-shout;-to-yell.mp3,hǎn jiào,LMS 1000,Existing Known.txt entry.,0,0,0,0,
四周,all around; surroundings,known,8,existing known;clip-pack;LMS 1000,,audio/words/四周.mp3,audio/meanings/all-around;-surroundings.mp3,sì zhōu,LMS 1000,Existing Known.txt entry.,0,0,0,0,
国王,king; sovereign,known,8,general conversation;clip-pack;LMS 1000,,audio/words/国王.mp3,audio/meanings/king;-sovereign.mp3,guó wáng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
地,structural particle,known,8,general conversation;clip-pack;LMS 1000,,audio/words/地.mp3,audio/meanings/structural-particle.mp3,de,LMS 1000,Existing Known.txt entry.,0,0,0,0,
地方,place; location,known,8,general conversation;clip-pack;LMS 1000,,audio/words/地方.mp3,audio/meanings/place;-location.mp3,dì fāng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
地狱,hell,known,8,general conversation;clip-pack;LMS 1000,,audio/words/地狱.mp3,audio/meanings/hell.mp3,dì yù,LMS 1000,Existing Known.txt entry.,0,0,0,0,
地球,Earth; the globe,known,9,general conversation;clip-pack;LMS 1000,,audio/words/地球.mp3,audio/meanings/Earth;-the-globe.mp3,dì qiú,LMS 1000,Existing Known.txt entry.,0,0,0,0,
多么,how; what,known,9,general conversation;clip-pack;LMS 1000,,audio/words/多么.mp3,audio/meanings/how;-what.mp3,duō me,LMS 1000,Existing Known.txt entry.,0,0,0,0,
大地,the earth; the land,known,9,existing known;clip-pack;LMS 1000,,audio/words/大地.mp3,audio/meanings/the-earth;-the-land.mp3,dà dì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
大海,the sea; ocean,known,9,existing known;clip-pack;LMS 1000,,audio/words/大海.mp3,audio/meanings/the-sea;-ocean.mp3,dà hǎi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
大风,gale,known,9,existing known;clip-pack;LMS 1000,,audio/words/大风.mp3,,dà fēng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
天上,in the sky; heaven,known,10,existing known;clip-pack;LMS 1000,,audio/words/天上.mp3,audio/meanings/in-the-sky;-heaven.mp3,tiān shàng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
天地,heaven and earth; the world,known,10,existing known;clip-pack;LMS 1000,,audio/words/天地.mp3,audio/meanings/heaven-and-earth;-the-world.mp3,tiān dì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
姐妹,sisters,known,10,general conversation;clip-pack;LMS 1000,,audio/words/姐妹.mp3,audio/meanings/sisters.mp3,jiě mèi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
学会,to learn,known,10,general conversation;clip-pack;LMS 1000,,audio/words/学会.mp3,audio/meanings/to-learn.mp3,xué huì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
安全,safe; safety,known,10,general conversation;clip-pack;LMS 1000,,audio/words/安全.mp3,audio/meanings/safe;-safety.mp3,ān quán,LMS 1000,Existing Known.txt entry.,0,0,0,0,
宫殿,palace,known,11,existing known;clip-pack;LMS 1000,,audio/words/宫殿.mp3,audio/meanings/palace.mp3,gōng diàn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
害怕,to be afraid; scared,known,11,emotion/internal arc;clip-pack;LMS 1000,,audio/words/害怕.mp3,audio/meanings/to-be-afraid;-scared.mp3,hài pà,LMS 1000,Existing Known.txt entry.,0,0,0,0,
容易,easy,known,11,general conversation;clip-pack;LMS 1000,,audio/words/容易.mp3,audio/meanings/easy.mp3,róng yì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
山,mountain; hill,known,11,general conversation;clip-pack;LMS 1000,,audio/words/山.mp3,audio/meanings/mountain;-hill.mp3,shān,LMS 1000,Existing Known.txt entry.,0,0,0,0,
山顶,hilltop,known,11,existing known;clip-pack;LMS 1000,,audio/words/山顶.mp3,,shān dǐng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
带,to bring,known,12,general conversation;clip-pack;LMS 1000,,audio/words/带.mp3,audio/meanings/to-bring.mp3,dài,LMS 1000,Existing Known.txt entry.,0,0,0,0,
年轻,young,known,12,general conversation;clip-pack;LMS 1000,,audio/words/年轻.mp3,audio/meanings/young.mp3,nián qīng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
床,bed,known,12,general conversation;clip-pack;LMS 1000,,audio/words/床.mp3,audio/meanings/bed.mp3,chuáng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
座,measure word; seat,known,12,general conversation;clip-pack;LMS 1000,,audio/words/座.mp3,audio/meanings/measure-word;-seat.mp3,zuò,LMS 1000,Existing Known.txt entry.,0,0,0,0,
张开,to open; to spread out,known,12,existing known;clip-pack;LMS 1000,,audio/words/张开.mp3,audio/meanings/to-open;-to-spread-out.mp3,zhāng kāi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
后,after; behind,known,13,narrative glue;clip-pack;LMS 1000,,audio/words/后.mp3,audio/meanings/after;-behind.mp3,hòu,LMS 1000,Existing Known.txt entry.,0,0,0,0,
得到,to get,known,13,general conversation;clip-pack;LMS 1000,,audio/words/得到.mp3,audio/meanings/to-get.mp3,dé dào,LMS 1000,Existing Known.txt entry.,0,0,0,0,
必须,must; have to,known,13,general conversation;clip-pack;LMS 1000,,audio/words/必须.mp3,audio/meanings/must;-have-to.mp3,bì xū,LMS 1000,Existing Known.txt entry.,0,0,0,0,
怕,to fear,known,13,emotion/internal arc;clip-pack;LMS 1000,,audio/words/怕.mp3,audio/meanings/to-fear.mp3,pà,LMS 1000,Existing Known.txt entry.,0,0,0,0,
想到,to think of,known,13,emotion/internal arc;clip-pack;LMS 1000,,audio/words/想到.mp3,audio/meanings/to-think-of.mp3,xiǎng dào,LMS 1000,Existing Known.txt entry.,0,0,0,0,
愉快,pleasant; happy,known,14,emotion/internal arc;clip-pack;LMS 1000,,audio/words/愉快.mp3,audio/meanings/pleasant;-happy.mp3,yú kuài,LMS 1000,Existing Known.txt entry.,0,0,0,0,
感到,to feel,known,14,emotion/internal arc;clip-pack;LMS 1000,,audio/words/感到.mp3,audio/meanings/to-feel.mp3,gǎn dào,LMS 1000,Existing Known.txt entry.,0,0,0,0,
应该,should; ought to,known,14,general conversation;clip-pack;LMS 1000,,audio/words/应该.mp3,audio/meanings/should;-ought-to.mp3,yīng gāi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
怀孕,pregnant,known,14,general conversation;clip-pack;LMS 1000,,audio/words/怀孕.mp3,audio/meanings/pregnant.mp3,huái yùn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
所以,so; therefore,known,14,narrative glue;clip-pack;LMS 1000,,audio/words/所以.mp3,audio/meanings/so;-therefore.mp3,suǒ yǐ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
打,to hit,known,15,action/combat/training;clip-pack;LMS 1000,,audio/words/打.mp3,audio/meanings/to-hit.mp3,dǎ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
把,disposal particle; to hold,known,15,general conversation;clip-pack;LMS 1000,,audio/words/把.mp3,audio/meanings/disposal-particle;-to-hold.mp3,bǎ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
拍手,to clap hands,known,15,existing known;clip-pack;LMS 1000,,audio/words/拍手.mp3,audio/meanings/to-clap-hands.mp3,pāi shǒu,LMS 1000,Existing Known.txt entry.,0,0,0,0,
拿起,to pick up,known,15,existing known;clip-pack;LMS 1000,,audio/words/拿起.mp3,audio/meanings/to-pick-up.mp3,ná qǐ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
担心,to worry; worried,known,15,emotion/internal arc;clip-pack;LMS 1000,,audio/words/担心.mp3,audio/meanings/to-worry;-worried.mp3,dān xīn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
放心,to feel at ease; don't worry,known,16,emotion/internal arc;clip-pack;LMS 1000,,audio/words/放心.mp3,audio/meanings/to-feel-at-ease;-don't-worry.mp3,fàng xīn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
方,square; direction,known,16,general conversation;clip-pack;LMS 1000,,audio/words/方.mp3,audio/meanings/square;-direction.mp3,fāng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
时,time; when,known,16,general conversation;clip-pack;LMS 1000,,audio/words/时.mp3,audio/meanings/time;-when.mp3,shí,LMS 1000,Existing Known.txt entry.,0,0,0,0,
晚,late; evening,known,16,general conversation;clip-pack;LMS 1000,,audio/words/晚.mp3,audio/meanings/late;-evening.mp3,wǎn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
晚安,good night,known,16,general conversation;clip-pack;LMS 1000,,audio/words/晚安.mp3,audio/meanings/good-night.mp3,wǎn ān,LMS 1000,Existing Known.txt entry.,0,0,0,0,
智慧,wisdom,known,17,existing known;clip-pack;LMS 1000,,audio/words/智慧.mp3,audio/meanings/wisdom.mp3,zhì huì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
更,even more; further,known,17,general conversation;clip-pack;LMS 1000,,audio/words/更.mp3,audio/meanings/even-more;-further.mp3,gèng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
最后,finally; last,known,17,general conversation;clip-pack;LMS 1000,,audio/words/最后.mp3,audio/meanings/finally;-last.mp3,zuì hòu,LMS 1000,Existing Known.txt entry.,0,0,0,0,
最近,recently; lately,known,17,general conversation;clip-pack;LMS 1000,,audio/words/最近.mp3,audio/meanings/recently;-lately.mp3,zuì jìn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
月亮,moon,known,17,existing known;clip-pack;LMS 1000,,audio/words/月亮.mp3,audio/meanings/moon.mp3,yuè liàng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
有些,some; somewhat,known,18,general conversation;clip-pack;LMS 1000,,audio/words/有些.mp3,audio/meanings/some;-somewhat.mp3,yǒu xiē,LMS 1000,Existing Known.txt entry.,0,0,0,0,
有力,powerful; strong,known,18,existing known;clip-pack;LMS 1000,,audio/words/有力.mp3,audio/meanings/powerful;-strong.mp3,yǒu lì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
有点,a little,known,18,general conversation;clip-pack;LMS 1000,,audio/words/有点.mp3,audio/meanings/a-little.mp3,yǒu diǎn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
果,fruit; result,known,18,existing known;clip-pack;LMS 1000,,audio/words/果.mp3,audio/meanings/fruit;-result.mp3,guǒ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
森林,forest,known,18,existing known;clip-pack;LMS 1000,,audio/words/森林.mp3,audio/meanings/forest.mp3,sēn lín,LMS 1000,Existing Known.txt entry.,0,0,0,0,
极大,extremely large; enormous,known,19,existing known;clip-pack;LMS 1000,,audio/words/极大.mp3,audio/meanings/extremely-large;-enormous.mp3,jí dà,LMS 1000,Existing Known.txt entry.,0,0,0,0,
树,tree,known,19,general conversation;clip-pack;LMS 1000,,audio/words/树.mp3,audio/meanings/tree.mp3,shù,LMS 1000,Existing Known.txt entry.,0,0,0,0,
歌,song,known,19,general conversation;clip-pack;LMS 1000,,audio/words/歌.mp3,audio/meanings/song.mp3,gē,LMS 1000,Existing Known.txt entry.,0,0,0,0,
欢迎,to welcome,known,19,general conversation;clip-pack;LMS 1000,,audio/words/欢迎.mp3,audio/meanings/to-welcome.mp3,huān yíng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
死,to die; dead,known,19,general conversation;clip-pack;LMS 1000,,audio/words/死.mp3,audio/meanings/to-die;-dead.mp3,sǐ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
段,section,known,20,general conversation;clip-pack;LMS 1000,,audio/words/段.mp3,audio/meanings/section.mp3,duàn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
没,not; with,known,20,general conversation;clip-pack;LMS 1000,,audio/words/没.mp3,audio/meanings/not;-with.mp3,méi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
河流,river,known,20,existing known;clip-pack;LMS 1000,,audio/words/河流.mp3,audio/meanings/river.mp3,hé liú,LMS 1000,Existing Known.txt entry.,0,0,0,0,
洗澡,to bathe; to take a shower,known,20,existing known;clip-pack;LMS 1000,,audio/words/洗澡.mp3,audio/meanings/to-bathe;-to-take-a-shower.mp3,xǐ zǎo,LMS 1000,Existing Known.txt entry.,0,0,0,0,
洲,continent,known,20,existing known;clip-pack;LMS 1000,,audio/words/洲.mp3,audio/meanings/continent.mp3,zhōu,LMS 1000,Existing Known.txt entry.,0,0,0,0,
海,sea; ocean,known,21,general conversation;clip-pack;LMS 1000,,audio/words/海.mp3,audio/meanings/sea;-ocean.mp3,hǎi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
海边,seaside; by the sea,known,21,existing known;clip-pack;LMS 1000,,audio/words/海边.mp3,audio/meanings/seaside;-by-the-sea.mp3,hǎi biān,LMS 1000,Existing Known.txt entry.,0,0,0,0,
火焰,flame,known,21,existing known;clip-pack;LMS 1000,,audio/words/火焰.mp3,audio/meanings/flame.mp3,huǒ yàn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
为,for; because of,known,21,narrative glue;clip-pack;LMS 1000,,audio/words/为.mp3,audio/meanings/for;-because-of.mp3,wèi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
无法无天,lawless; unruly,known,21,existing known;clip-pack;LMS 1000,,audio/words/无法无天.mp3,audio/meanings/lawless;-unruly.mp3,wú fǎ wú tiān,LMS 1000,Existing Known.txt entry.,0,0,0,0,
猴,monkey,known,22,existing known;clip-pack;LMS 1000,,audio/words/猴.mp3,audio/meanings/monkey.mp3,hóu,LMS 1000,Existing Known.txt entry.,0,0,0,0,
瓶子,bottle,known,22,existing known;clip-pack;LMS 1000,,audio/words/瓶子.mp3,audio/meanings/bottle.mp3,píng zi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
当然,of course; naturally,known,22,general conversation;clip-pack;LMS 1000,,audio/words/当然.mp3,audio/meanings/of-course;-naturally.mp3,dāng rán,LMS 1000,Existing Known.txt entry.,0,0,0,0,
发出,to send out,known,22,general conversation;clip-pack;LMS 1000,,audio/words/发出.mp3,audio/meanings/to-send-out.mp3,fā chū,LMS 1000,Existing Known.txt entry.,0,0,0,0,
白天,daytime,known,22,existing known;clip-pack;LMS 1000,,audio/words/白天.mp3,audio/meanings/daytime.mp3,bái tiān,LMS 1000,Existing Known.txt entry.,0,0,0,0,
盆,basin; pot,known,23,existing known;clip-pack;LMS 1000,,audio/words/盆.mp3,audio/meanings/basin;-pot.mp3,pén,LMS 1000,Existing Known.txt entry.,0,0,0,0,
看起来,to look; to seem,known,23,existing known;clip-pack;LMS 1000,,audio/words/看起来.mp3,audio/meanings/to-look;-to-seem.mp3,kàn qǐ lái,LMS 1000,Existing Known.txt entry.,0,0,0,0,
睡,to sleep,known,23,general conversation;clip-pack;LMS 1000,,audio/words/睡.mp3,audio/meanings/to-sleep.mp3,shuì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
石头,stone; rock,known,23,general conversation;clip-pack;LMS 1000,,audio/words/石头.mp3,audio/meanings/stone;-rock.mp3,shí tou,LMS 1000,Existing Known.txt entry.,0,0,0,0,
礼物,gift,known,23,general conversation;clip-pack;LMS 1000,,audio/words/礼物.mp3,audio/meanings/gift.mp3,lǐ wù,LMS 1000,Existing Known.txt entry.,0,0,0,0,
空,empty; sky,known,24,general conversation;clip-pack;LMS 1000,,audio/words/空.mp3,audio/meanings/empty;-sky.mp3,kōng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
站,to stand; station,known,24,general conversation;clip-pack;LMS 1000,,audio/words/站.mp3,audio/meanings/to-stand;-station.mp3,zhàn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
第,ordinal prefix,known,24,general conversation;clip-pack;LMS 1000,,audio/words/第.mp3,audio/meanings/ordinal-prefix.mp3,dì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
等到,to wait until,known,24,existing known;clip-pack;LMS 1000,,audio/words/等到.mp3,audio/meanings/to-wait-until.mp3,děng dào,LMS 1000,Existing Known.txt entry.,0,0,0,0,
美,beautiful; pretty,known,24,general conversation;clip-pack;LMS 1000,,audio/words/美.mp3,audio/meanings/beautiful;-pretty.mp3,měi,LMS 1000,Existing Known.txt entry.,0,0,0,0,
美丽,beautiful,known,25,general conversation;clip-pack;LMS 1000,,audio/words/美丽.mp3,audio/meanings/beautiful.mp3,měi lì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
耳朵,ear,known,25,general conversation;clip-pack;LMS 1000,,audio/words/耳朵.mp3,audio/meanings/ear.mp3,ěr duo,LMS 1000,Existing Known.txt entry.,0,0,0,0,
圣人,sage; saint,known,25,existing known;clip-pack;LMS 1000,,audio/words/圣人.mp3,audio/meanings/sage;-saint.mp3,shèng rén,LMS 1000,Existing Known.txt entry.,0,0,0,0,
自己,oneself; self,known,25,general conversation;clip-pack;LMS 1000,,audio/words/自己.mp3,audio/meanings/oneself;-self.mp3,zì jǐ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
舞,dance; to wave,known,25,general conversation;clip-pack;LMS 1000,,audio/words/舞.mp3,audio/meanings/dance;-to-wave.mp3,wǔ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
花,flower; to spend,known,26,money/business/shop;clip-pack;LMS 1000,,audio/words/花.mp3,audio/meanings/flower;-to-spend.mp3,huā,LMS 1000,Existing Known.txt entry.,0,0,0,0,
蛋,egg,known,26,general conversation;clip-pack;LMS 1000,,audio/words/蛋.mp3,audio/meanings/egg.mp3,dàn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
里面,inside; within,known,26,general conversation;clip-pack;LMS 1000,,audio/words/里面.mp3,audio/meanings/inside;-within.mp3,lǐ miàn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
见,to see,known,26,social/conversation;clip-pack;LMS 1000,,audio/words/见.mp3,audio/meanings/to-see.mp3,jiàn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
许多,many; a lot of,known,26,general conversation;clip-pack;LMS 1000,,audio/words/许多.mp3,audio/meanings/many;-a-lot-of.mp3,xǔ duō,LMS 1000,Existing Known.txt entry.,0,0,0,0,
变,to change,known,27,general conversation;clip-pack;LMS 1000,,audio/words/变.mp3,audio/meanings/to-change.mp3,biàn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
变成,to become,known,27,general conversation;clip-pack;LMS 1000,,audio/words/变成.mp3,audio/meanings/to-become.mp3,biàn chéng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
走出,to walk out of,known,27,existing known;clip-pack;LMS 1000,,audio/words/走出.mp3,audio/meanings/to-walk-out-of.mp3,zǒu chū,LMS 1000,Existing Known.txt entry.,0,0,0,0,
走向,to walk toward,known,27,existing known;clip-pack;LMS 1000,,audio/words/走向.mp3,audio/meanings/to-walk-toward.mp3,zǒu xiàng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
起来,to get up,known,27,general conversation;clip-pack;LMS 1000,,audio/words/起来.mp3,audio/meanings/to-get-up.mp3,qǐ lái,LMS 1000,Existing Known.txt entry.,0,0,0,0,
跟,follow; accompany,known,28,general conversation;clip-pack;LMS 1000,,audio/words/跟.mp3,audio/meanings/follow;-accompany.mp3,gēn,LMS 1000,Existing Known.txt entry.,0,0,0,0,
跳,to jump,known,28,general conversation;clip-pack;LMS 1000,,audio/words/跳.mp3,audio/meanings/to-jump.mp3,tiào,LMS 1000,Existing Known.txt entry.,0,0,0,0,
身上,on one's body,known,28,general conversation;clip-pack;LMS 1000,,audio/words/身上.mp3,audio/meanings/on-one's-body.mp3,shēn shàng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
这些,these,known,28,general conversation;clip-pack;LMS 1000,,audio/words/这些.mp3,audio/meanings/these.mp3,zhè xiē,LMS 1000,Existing Known.txt entry.,0,0,0,0,
这儿,here,known,28,general conversation;clip-pack;LMS 1000,,audio/words/这儿.mp3,audio/meanings/here.mp3,zhè ér,LMS 1000,Existing Known.txt entry.,0,0,0,0,
这样,like this,known,29,general conversation;clip-pack;LMS 1000,,audio/words/这样.mp3,audio/meanings/like-this.mp3,zhè yàng,LMS 1000,Existing Known.txt entry.,0,0,0,0,
这里,here,known,29,general conversation;clip-pack;LMS 1000,,audio/words/这里.mp3,audio/meanings/here.mp3,zhè lǐ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
过,to pass; experience particle,known,29,general conversation;clip-pack;LMS 1000,,audio/words/过.mp3,audio/meanings/to-pass;-experience-particle.mp3,guò,LMS 1000,Existing Known.txt entry.,0,0,0,0,
道,way; path,known,29,general conversation;clip-pack;LMS 1000,,audio/words/道.mp3,audio/meanings/way;-path.mp3,dào,LMS 1000,Existing Known.txt entry.,0,0,0,0,
避,to avoid; to evade,known,29,existing known;clip-pack;LMS 1000,,audio/words/避.mp3,audio/meanings/to-avoid;-to-evade.mp3,bì,LMS 1000,Existing Known.txt entry.,0,0,0,0,
边,side; edge,known,30,general conversation;clip-pack;LMS 1000,,audio/words/边.mp3,audio/meanings/side;-edge.mp3,biān,LMS 1000,Existing Known.txt entry.,0,0,0,0,
那里,there,known,30,general conversation;clip-pack;LMS 1000,,audio/words/那里.mp3,audio/meanings/there.mp3,nà lǐ,LMS 1000,Existing Known.txt entry.,0,0,0,0,
